Train Number,Train Name,From Station,To Station
67260,OGL BZA MEMU,ONGOLE,VIJAYAWADA JN
67261,BZA RJY MEMU,VIJAYAWADA JN,RAJAMUNDRY
67262,RJY BZA MEMU,RAJAMUNDRY,VIJAYAWADA JN
67263,BZA OGL MEMU,VIJAYAWADA JN,ONGOLE
67264,HYB WL MEMU,SECUNDERABAD JN,WARANGAL
67265,WL HYB MEMU,WARANGAL,SECUNDERABAD JN
67266,HYB KZJ MEMU,HYDERABAD DECAN,KAZIPET JN
67267,WL HYB MEMU,WARANGAL,HYDERABAD DECAN
67269,KZJ DKJ MEMU,KAZIPET JN,DORNAKAL JN
67270,DKJ KZJ MEMU,DORNAKAL JN,KAZIPET JN
67271,DKJ BZA MEMU,DORNAKAL JN,VIJAYAWADA JN
67272,BZA DKJ MEMU,VIJAYAWADA JN,DORNAKAL JN
67273,BZA GNT MEMU,VIJAYAWADA JN,GUNTUR JN
67274,GNT BZA MEMU,GUNTUR JN,VIJAYAWADA JN
67276,BG FM MEMU,BHONGIR,KCG FALAKNUMA
67277,FM ZN MEMU,KCG FALAKNUMA,JANGAON
67279,GDR OGL MEMU,GUDUR JN,ONGOLE
67280,OGL GDR MEMU,ONGOLE,GUDUR JN
67281,CHE PSA MEMU,SRIKAKULAM ROAD,PALASA
67282,PSA VZM MEMU,PALASA,VIZIANAGRAM JN
67291,VZM VSKP MEMU,VIZIANAGRAM JN,VISHAKAPATNAM
67292,VSKP VZM MEMU,VISHAKAPATNAM,VIZIANAGRAM JN
67293,VZM VSKP MEMU,VIZIANAGRAM JN,VISHAKAPATNAM
67294,VSKP CHE MEMU,VISHAKAPATNAM,SRIKAKULAM ROAD
67295,RJY VSKP MEMU,RAJAMUNDRY,VISHAKAPATNAM
67296,VSKP RJP MEMU,VISHAKAPATNAM,RAJAMUNDRY
67297,GDR BZA MEMU,GUDUR JN,VIJAYAWADA JN
67298,BZA GDR MEMU,VIJAYAWADA JN,GUDUR JN
67299,RJY BZA MEMU,RAJAMUNDRY,VIJAYAWADA JN
67300,BZA RJY MEMU,VIJAYAWADA JN,RAJAMUNDRY
68001,SRC JGM MEMU,SANTRAGACHI JN,JHARGRAM
68002,JER HWH MEMU,JALESWAR,HOWRAH JN
68003,HWH GTS MEMU,HOWRAH JN,GHATSILA
68004,GTS HWH MEMU,GHATSILA,HOWRAH JN
68005,KGP TATA MEMU,KHARAGPUR JN,TATANAGAR JN
68006,TATA KGP MEMU,TATANAGAR JN,KHARAGPUR JN
68007,HWH JER MEMU,HOWRAH JN,JALESWAR
68008,JGM SRC FAST MEMU,JHARGRAM,SANTRAGACHI JN
68009,TATA CKP MEMU,TATANAGAR JN,CHAKRADHARPUR
68010,CKP TATA MEMU,CHAKRADHARPUR,TATANAGAR JN
68011,KGP TATA MEMU,KHARAGPUR JN,TATANAGAR JN
68012,TATA KGP MEMU,TATANAGAR JN,KHARAGPUR JN
68013,KGP TATA MEMU,KHARAGPUR JN,TATANAGAR JN
68014,TATA KGP MEMU,TATANAGAR JN,KHARAGPUR JN
68015,KGP TATA MEMU,KHARAGPUR JN,TATANAGAR JN
68016,TATA KGP MEMU,TATANAGAR JN,KHARAGPUR JN
68019,JGM SZE MEMU,JHARGRAM,DHANBAD JN
68020,SZE JGM MEMU,DHANBAD JN,JHARGRAM
68021,KGP BLS MEMU,KHARAGPUR JN,BALASORE
68022,BLS KGP MEMU,BALASORE,KHARAGPUR JN
68023,JGM PRR MEMU,JHARGRAM,PURULIA JN
68024,PRR JGM MEMU,PURULIA JN,JHARGRAM
68025,CKP ROU DEMU,CHAKRADHARPUR,ROURKELA
68026,ROU CKP MEMU,ROURKELA,CHAKRADHARPUR
68029,ROU JSG PASS,ROURKELA,JHARSUGUDA JN
68030,JSG ROU PASS,JHARSUGUDA JN,ROURKELA
68031,JSG SBP PASS,JHARSUGUDA JN,SAMBALPUR
68032,SBP JSG PASS,SAMBALPUR,JHARSUGUDA JN
68033,JSG SBP PASS,JHARSUGUDA JN,SAMBALPUR
68034,SBP JSG PASS,SAMBALPUR,JHARSUGUDA JN
68035,TATA HTE MEMU,TATANAGAR JN,HATIA
68036,HTE TATA MEMU,HATIA,TATANAGAR JN
68037,RNC TORI PASS,RANCHI,TORI
68038,TORI RNC PASS,TORI,RANCHI
68039,RNC LAD PASS,RANCHI,LOHARDAGA BS
68040,LAD RNC PASS,LOHARDAGA BS,RANCHI
68041,ADRA BRKA PASS,ADRA JN,BARKA KANA
68042,BRKA ADRA PASS,BARKA KANA,ADRA JN
68045,ADRA ASN PASS,ADRA JN,ASANSOL JN
68046,ASN ADRA PASS,ASANSOL JN,ADRA JN
68047,KGP BLDA MEMU,KHARAGPUR JN,BELDA
68048,BLDA KGP MEMU,BELDA,KHARAGPUR JN
68049,KGP BHC PASS,KHARAGPUR JN,BHADRAKH
68050,BHC KGP PASS,BHADRAKH,KHARAGPUR JN
68053,ADRA BBM MEMU,ADRA JN,BARABHUM
68054,BBM ADRA MEMU,BARABHUM,ADRA JN
68055,ASN TATA MEMU,ASANSOL JN,TATANAGAR JN
68056,TATA ASN MEMU,TATANAGAR JN,ASANSOL JN
68057,ADRA PRR MEMU,ADRA JN,PURULIA JN
68058,PRR ADRA MEMU,PURULIA JN,ADRA JN
68059,BBM ASN MEMU,BARABHUM,ASANSOL JN
68060,ASN BBM MEMU,ASANSOL JN,BARABHUM
68061,ADRA ASN MEMU,ADRA JN,ASANSOL JN
68062,ASN ADRA MEMU,ASANSOL JN,ADRA JN
68063,ADRA ASN MEMU,ADRA JN,ASANSOL JN
68064,ASN ADRA MEMU,ASANSOL JN,ADRA JN
68065,ADRA ASN MEMU,ADRA JN,ASANSOL JN
68066,ASN ADRA MEMU,ASANSOL JN,ADRA JN
68067,ADRA ASN MEMU,ADRA JN,ASANSOL JN
68068,ASN ADRA MEMU,ASANSOL JN,ADRA JN
68069,ADRA ASN MEMU,ADRA JN,ASANSOL JN
68070,ASN ADRA MEMU,ASANSOL JN,ADRA JN
68071,ADRA KNF MEMU,ADRA JN,KHANODIH
68072,VAA ADRA MEMU,BHAGA JN,ADRA JN
68073,BJE VAA MEMU,BHOJUDIH JN,BHAGA JN
68074,KNF BJE MEMU,KHANODIH,BHOJUDIH JN
68075,ADRA BJE MEMU,ADRA JN,BHOJUDIH JN
68076,BJE ADRA MEMU,BHOJUDIH JN,ADRA JN
68077,ADRA VAA MEMU,ADRA JN,BHAGA JN
68078,VAA ADRA MEMU,BHAGA JN,ADRA JN
68079,BJE CRP MEMU,BHOJUDIH JN,CHANDRAPURA
68080,CRP BJE MEMU,CHANDRAPURA,BHOJUDIH JN
68081,BQA ADRA MEMU,BANKURA,ADRA JN
68082,ADRA VSU MEMU,ADRA JN,BISHNUPUR
68083,VSU ADRA MEMU,BISHNUPUR,ADRA JN
68084,ADRA VSU MEMU,ADRA JN,BISHNUPUR
68087,VSU DHN MEMU,BISHNUPUR,DHANBAD JN
68088,DHN BQA MEMU,DHANBAD JN,BANKURA
68089,MDN ADRA MEMU,MIDNAPORE,ADRA JN
68090,ADRA MDN MEMU,ADRA JN,MIDNAPORE
68091,JANGAL MAHAL MEMU,MIDNAPORE,JHARGRAM
68092,JANGAL MEHAL MEMU,JHARGRAM,MIDNAPORE
68093,MDN JGM MEMU,MIDNAPORE,JHARGRAM
68094,JGM MDN MEMU,JHARGRAM,MIDNAPORE
68095,MYPR BQA MEMU,MAYNAPUR,BANKURA
68096,BQA MYPR MEMU,BANKURA,MAYNAPUR
68097,GBA ADRA MEMU,GARHBETA,ADRA JN
68098,ADRA GBA MEMU,ADRA JN,GARHBETA
68135,RNC LAD MEMU,RANCHI,LOHARDAGA BS
68136,LAD RNC MEMU,LOHARDAGA BS,RANCHI
68141,RNC LAD MEMU,RANCHI,LOHARDAGA BS
68142,LAD RNC MEMU,LOHARDAGA BS,RANCHI
68151,BQA GMMG MEMU,BANKURA,GRAM MASAGRAM
68152,GMMG BQA MEMU,GRAM MASAGRAM,BANKURA
68153,BQA GMMG MEMU,BANKURA,GRAM MASAGRAM
68154,GMMG BQA MEMU,GRAM MASAGRAM,BANKURA
68411,BBS BAM MEMU,BHUBANESWAR,BRAHMAPUR
68412,BAM BBS MEMU,BRAHMAPUR,BHUBANESWAR
68413,TLHR PURI PASS,TALCHER,PURI
68414,PURI TLHR PASS,PURI,TALCHER
68421,ANGL PURI MEMU,ANGUL,PURI
68422,PURI ANGL MEMU,PURI,ANGUL
68423,BHC CTC PASS,BHADRAKH,CUTTACK
68424,CTC BHC PASS,CUTTACK,BHADRAKH
68433,CTC IPM MEMU,CUTTACK,ICHCHPURAM
68434,IPM CTC MEMU,ICHCHPURAM,CUTTACK
68601,ROU JSG PASS,ROURKELA,JHARSUGUDA JN
68602,JSG ROU PASS,JHARSUGUDA JN,ROURKELA
68643,KGP HIJ MEMU,KHARAGPUR JN,HIJILLI
68644,HIJ KGP EMU,HIJILLI,KHARAGPUR JN
68645,KGP HIJ EMU,KHARAGPUR JN,HIJILLI
68646,HIJ KGP EMU,HIJILLI,KHARAGPUR JN
68685,MCA DGHA EMU,MECHEDA,DIGHA FLAG STN
68686,DGHA PKU MEMU,DIGHA FLAG STN,PANSKURA
68687,PKU DGHA MEMU,PANSKURA,DIGHA FLAG STN
68688,DGHA PKU MEMU,DIGHA FLAG STN,PANSKURA
68689,PKU DGHA MEMU,PANSKURA,DIGHA FLAG STN
68690,DGHA MCA PASS,DIGHA FLAG STN,MECHEDA
68701,R DURG MEMU,RAIPUR JN,DURG
68702,DURG R MEMU,DURG,RAIPUR JN
68703,R DURG MEMU,RAIPUR JN,DURG
68704,DURG R MEMU,DURG,RAIPUR JN
68705,R DGG MEMU,RAIPUR JN,DONGARGARH
68706,DGG BSP MEMU,DONGARGARH,BILASPUR JN
68707,R DURG MEMU,RAIPUR JN,DURG
68708,DURG R MEMU,DURG,RAIPUR JN
68709,R DGG MEMU,RAIPUR JN,DONGARGARH
68710,DGG R MEMU,DONGARGARH,RAIPUR JN
68711,DGG G MEMU,DONGARGARH,GONDIA JN
68712,G DGG MEMU,GONDIA JN,DONGARGARH
68713,G ITR MEMU,GONDIA JN,NSC BOSE ITWARI
68714,ITR BTC MEMU,NSC BOSE ITWARI,BALAGHAT JN
68715,BTC ITR MEMU,BALAGHAT JN,NSC BOSE ITWARI
68716,ITR G MEMU,NSC BOSE ITWARI,GONDIA JN
68717,R DURG MEMU,RAIPUR JN,DURG
68718,DURG R MEMU,DURG,RAIPUR JN
68719,BSP R MEMU,BILASPUR JN,RAIPUR JN
68721,R DGG MEMU,RAIPUR JN,DONGARGARH
68723,DGG G MEMU,DONGARGARH,GONDIA JN
68724,G R MEMU,GONDIA JN,RAIPUR JN
68725,R DURG MEMU,RAIPUR JN,DURG
68726,DURG R MEMU,DURG,RAIPUR JN
68727,BSP R MEMU,BILASPUR JN,RAIPUR JN
68728,R BSP MEMU,RAIPUR JN,BILASPUR JN
68729,R DGG MEMU,RAIPUR JN,DONGARGARH
68730,DGG R MEMU,DONGARGARH,RAIPUR JN
68731,GAD BSP MEMU,GEVRA ROAD,BILASPUR JN
68732,BSP GAD MEMU,BILASPUR JN,GEVRA ROAD
68733,GAD BSP MEMU,GEVRA ROAD,BILASPUR JN
68734,BSP GAD MEMU,BILASPUR JN,GEVRA ROAD
68735,RIG BSP MEMU,RAIGARH,BILASPUR JN
68736,BSP RIG MEMU,BILASPUR JN,RAIGARH
68737,RIG BSP MEMU,RAIGARH,BILASPUR JN
68738,BSP RIG MEMU,BILASPUR JN,RAIGARH
68739,SDL BSP MEMU,SHAHDOL,BILASPUR JN
68740,BSP SDL MEMU,BILASPUR JN,SHAHDOL
68741,DURG G MEMU,DURG,GONDIA JN
68742,G DURG MEMU,GONDIA JN,DURG
68743,G ITR MEMU,GONDIA JN,NSC BOSE ITWARI
68744,ITR G MEMU,NSC BOSE ITWARI,GONDIA JN
68745,GAD R PASS,GEVRA ROAD,RAIPUR JN
68746,R GAD MEMU,RAIPUR JN,GEVRA ROAD
68747,BSP KTE MEMU,BILASPUR JN,KATNI
68748,KTE BSP MEMU,KATNI,BILASPUR JN
68749,SDL ABKP MEMU,SHAHDOL,AMBIKAPUR
68750,ABKP SDL MEMU,AMBIKAPUR,SHAHDOL
68751,RTK ITR MEMU,RAMTEK,NSC BOSE ITWARI
68752,ITR RTK MEMU,NSC BOSE ITWARI,RAMTEK
68753,RTK ITR MEMU,RAMTEK,NSC BOSE ITWARI
68754,ITR RTK MEMU,NSC BOSE ITWARI,RAMTEK
68755,RTK NGP MEMU,RAMTEK,NAGPUR
68756,NGP RTK MEMU,NAGPUR,RAMTEK
68757,MDGR ABKP MEMU,MANENDRAGARH,AMBIKAPUR
68758,ABKP APR MEMU,AMBIKAPUR,ANUPPUR JN
68759,SDL MDGR MEMU,SHAHDOL,MANENDRAGARH
69101,BRC ADI MEMU,VADODARA JN,AHMEDABAD JN
69102,ADI BRC MEMU,AHMEDABAD JN,VADODARA JN
69104,ANND BRC MEMU,ANAND JN,VADODARA JN
69105,ANND ADI MEMU,ANAND JN,AHMEDABAD JN
69106,ADI ANND MEMU,AHMEDABAD JN,ANAND JN
69107,BRC ADI MEMU,VADODARA JN,AHMEDABAD JN
69108,ADI BRC MEMU,AHMEDABAD JN,VADODARA JN
69109,ST BRC MEMU,SURAT,VADODARA JN
69110,BRC ST MEMU,VADODARA JN,SURAT
69111,ST BRC MEMU,SURAT,VADODARA JN
69112,BRC ST MEMU,VADODARA JN,SURAT
69113,BRC ADI MEMU,VADODARA JN,AHMEDABAD JN
69115,BRC ADI MEMU,VADODARA JN,AHMEDABAD JN
69116,ADI ANND MEMU,AHMEDABAD JN,ANAND JN
69117,BRC DHD MEMU,VADODARA JN,DAHOD
69118,DHD BRC MEMU,DAHOD,VADODARA JN
69121,BRC GDA MEMU,VADODARA JN,GODHRA JN
69122,GDA BRC MEMU,GODHRA JN,VADODARA JN
69123,ANND GDA MEMU,ANAND JN,GODHRA JN
69124,GDA ANND MEMU,GODHRA JN,ANAND JN
69125,ANND GDA MEMU,ANAND JN,GODHRA JN
69126,GDA ANND MEMU,GODHRA JN,ANAND JN
69127,ANND ADI MEMU,ANAND JN,AHMEDABAD JN
69128,ADI ANND MEMU,AHMEDABAD JN,ANAND JN
69129,ANND ADI MEMU,ANAND JN,AHMEDABAD JN
69130,ADI ANND MEMU,AHMEDABAD JN,ANAND JN
69131,ADI GNC MEMU,AHMEDABAD JN,GANDHINAGAR CAP
69132,GNC ADI MEMU,GANDHINAGAR CAP,AHMEDABAD JN
69133,ANND DK MEMU,ANAND JN,DAKOR
69134,DK ANND MEMU,DAKOR,ANAND JN
69135,ANND DK MEMU,ANAND JN,DAKOR
69136,DK ANND MEMU,DAKOR,ANAND JN
69137,BRC ANND MEMU,VADODARA JN,ANAND JN
69138,ANND BRC MEMU,ANAND JN,VADODARA JN
69139,BVI ST PASS,BORIVALI,SURAT
69140,ST VR PASS,VALSAD,VIRAR
69141,SJN ST MEMU,SANJAN,SURAT
69142,ST SJN MEMU,SURAT,SANJAN
69143,VR SJN MEMU,VIRAR,SANJAN
69144,SJN VR MEMU,SANJAN,VIRAR
69145,ANND GDA MEMU,ANAND JN,GODHRA JN
69146,GDA ANND DEMU,GODHRA JN,ANAND JN
69147,ANND GDA MEMU,ANAND JN,GODHRA JN
69148,GDA ANND MEMU,GODHRA JN,ANAND JN
69149,VR BH PASS,VIRAR,BHARUCH JN
69150,BH VR PASS,BHARUCH JN,VIRAR
69151,BL ST MEMU,VALSAD,SURAT
69152,ST BL MEMU,SURAT,VALSAD
69153,UBR BL MEMU,UMBARGAM ROAD,VALSAD
69154,BL UBR MEMU,VALSAD,UMBARGAM ROAD
69165,PNVL BSR MEMU,PANVEL,VASAI ROAD
69166,BSR PNVL MEMU,VASAI ROAD,PANVEL
69167,PNVL BSR MEMU,PANVEL,VASAI ROAD
69168,BSR PNVL MEMU,VASAI ROAD,PANVEL
69169,ST NDB PASS,SURAT,NANDURBAR
69170,NDB ST PASS,NANDURBAR,SURAT
69171,ST BH PASS,SURAT,BHARUCH JN
69172,BH ST PASS,BHARUCH JN,SURAT
69175,BH ANND PASS,BHARUCH JN,ANAND JN
69176,ANND BH PASS,ANAND JN,BHARUCH JN
69184,NAD RTM MEMU,NAGDA JN,RATLAM JN
69186,UJN NAD MEMU,UJJAIN JN,NAGDA JN
69187,DHD RTM MEMU,DAHOD,RATLAM JN
69188,RTM DHD MEMU,RATLAM JN,DAHOD
69189,ANND DHD MEMU,ANAND JN,DAHOD
69190,DHD ANND MEMU,DAHOD,ANAND JN
69191,ANND GNC MEMU,ANAND JN,GANDHINAGAR CAP
69192,GNC ANND MEMU,GANDHINAGAR CAP,ANAND JN
69195,BH DHF MEMU,BHARUCH JN,DAHEJ
69196,DHF BH MEMU,DAHEJ,BHARUCH JN
70101,MAO KAWR DMU,MADGAON,KARWAR
70102,KAWR MAO DMU,KARWAR,MADGAON
70103,PERN KAWR DMU,PERNEM,KARWAR
70104,KAWR PERN DMU,KARWAR,PERNEM
71102,KMN JM RAIL BUS,KHAMGAON,JALAMB JN
71105,JM KMN RAIL BUS,JALAMB JN,KHAMGAON
71108,KMN JM RAIL BUS,KHAMGAON,JALAMB JN
71109,JM KMN RAIL BUS,JALAMB JN,KHAMGAON
71112,KMN JM RAIL BUS,KHAMGAON,JALAMB JN
71113,JM KMN RAIL BUS,JALAMB JN,KHAMGAON
71116,KMN JM RAIL BUS,KHAMGAON,JALAMB JN
71117,JM KMN RAIL BUS,JALAMB JN,KHAMGAON
71301,SUR GTL PASS,SOLAPUR JN,GUNTAKAL JN
71302,GTL GR PASS,GUNTAKAL JN,KALABURAGI JN
71303,SUR GDG PASS,SOLAPUR JN,GADAG JN
71304,GDG SUR PASS,GADAG JN,SOLAPUR JN
71305,KLBG WADI PASS,KALABURAGI JN,WADI
71306,WADI SUR PASS,WADI,SOLAPUR JN
71401,DD BRMT PASS,DAUND JN,BARAMATI
71402,BRMT PUNE DMU,BARAMATI,PUNE JN
71403,PUNE DD DMU,PUNE JN,DAUND JN
71404,BRMT PUNE DMU,BARAMATI,PUNE JN
71405,DD BRMT PASS,DAUND JN,BARAMATI
71407,PUNE DD DMU,PUNE JN,DAUND JN
71408,DD PUNE DMU,DAUND JN,PUNE JN
71409,PUNE DD DMU,PUNE JN,DAUND JN
71417,MRJ KOP DEMU,MIRAJ JN,C SHAHUMHARAJ T
71418,KOP MRJ DEMU,C SHAHUMHARAJ T,MIRAJ JN
71419,PUNE KOP DEMU,PUNE JN,C SHAHUMHARAJ T
71420,KOP-PUNE DEMU,C SHAHUMHARAJ T,PUNE JN
71421,MRJ KOP DEMU,MIRAJ JN,C SHAHUMHARAJ T
71422,KOP MRJ DEMU,C SHAHUMHARAJ T,MIRAJ JN
71423,SLI KOP DEMU,SANGLI,C SHAHUMHARAJ T
71424,KOP SLI DEMU,C SHAHUMHARAJ T,SANGLI
71425,PUNE STR DEMU,PUNE JN,SATARA
71426,STR PUNE DEMU,SATARA,PUNE JN
71427,KWV MRJ DEMU,KURDUVADI,MIRAJ JN
71428,MRJ KWV DEMU,MIRAJ JN,KURDUVADI
71429,STR KOP DEMU,SATARA,C SHAHUMHARAJ T
71430,KOP STR DEMU,C SHAHUMHARAJ T,SATARA
71431,LONAND PHALTAN DEMU,LONAND JN,PHALTAN
71434,PHALTAN LONAND DEMU,PHALTAN,LONAND JN
71901,IDH BTE DMU,IDGAH AGRA JN,BHARATPUR JN
71902,BTE IDH DMU,BHARATPUR JN,IDGAH AGRA JN
71903,IDH BKI DMU,IDGAH AGRA JN,BANDIKUI JN
71904,BKI IDH DMU,BANDIKUI JN,IDGAH AGRA JN
71905,IDH BTE DMU,IDGAH AGRA JN,BHARATPUR JN
71906,BTE IDH DMU,BHARATPUR JN,IDGAH AGRA JN
71907,IDH BKI DMU,IDGAH AGRA JN,BANDIKUI JN
71908,BKI IDH DMU,BANDIKUI JN,IDGAH AGRA JN
71909,AGC MNQ DEMU,AGRA CANTT,MAINPURI
71910,MNQ AGC DEMU,MAINPURI,AGRA CANTT
72171,MTJ BDB PASS M G,MATHURA JN,VRINDAVAN
72172,BDB MRJ PASS M G,VRINDAVAN,MATHURA JN
72173,MTJ BDB PASS M G,MATHURA JN,VRINDAVAN
72174,BDB MTJ PASS M G,VRINDAVAN,MATHURA JN
72175,MTJ BDB PASS M G,MATHURA JN,VRINDAVAN
72176,BDB MTJ PASS M G,VRINDAVAN,MATHURA JN
72177,MTJ BDB PASS M G,MATHURA JN,VRINDAVAN
72178,BDB MTJ PASS M G,VRINDAVAN,MATHURA JN
72179,MTJ BDB PASS M G,MATHURA JN,VRINDAVAN
72180,BDB MTJ PASS M G,VRINDAVAN,MATHURA JN
72203,IAA DIT DEMU M G,INDARA JN,DOHRIGHAT
72204,DIT IAA DEMU M G,DOHRIGHAT,INDARA JN
72205,IAA DIT DEMU M G,INDARA JN,DOHRIGHAT
72206,DIT IAA DEMU M G,DOHRIGHAT,INDARA JN
72207,IAA DIT DEMU M G,INDARA JN,DOHRIGHAT
72208,DIT IAA DEMU M G,DOHRIGHAT,INDARA JN
72209,IAA DIT DEMU M G,INDARA JN,DOHRIGHAT
72210,DIT IAA DEMU M G,DOHRIGHAT,INDARA JN
73012,RPH BWN PASS,RAMPUR HAT,BARDDHAMAN JN
73021,AZ RPH DEMU,AZIMGANJ JN,RAMPUR HAT
73151,SDAH JRLE DEMU,SEALDAH,JANGIPUR ROAD
73152,JRLE SDAH DEMU,JANGIPUR ROAD,SEALDAH
73211,PNC PNBE DEMU,PATNA SAHEB,PATNA JN
73212,PNBE PNC DEMU,PATNA JN,PATNA SAHEB
73213,PTG DGHT DEMU,PATNA GHAT,DIGHA H
73214,DGHT PTG DEMU,DIGHA H,PATNA GHAT
73215,DGHT RBHT DEMU,DIGHA H,R BLOCK H
73216,RBHT DGHT DEMU,R BLOCK H,DIGHA H
73401,GODA BGP DEMU,GODDA,BHAGALPUR
73402,BGP GODA DEMU,BHAGALPUR,GODDA
73411,GODA HSDA DEMU,GODDA,HANSDIHA
73412,HSDA GODA DEMU,HANSDIHA,GODDA
73421,JMP KIUL PASS,JAMALPUR JN,KIUL JN
73422,KIUL JMP PASS,KIUL JN,JAMALPUR JN
73425,JMP KIUL PASS,JAMALPUR JN,KIUL JN
73426,KIUL JMP PASS,KIUL JN,JAMALPUR JN
73427,JMP KIUL PASS,JAMALPUR JN,KIUL JN
73428,KIUL JMP PASS,KIUL JN,JAMALPUR JN
73429,BGP JMP PASS,BHAGALPUR,JAMALPUR JN
73430,JMP BGP PASS,JAMALPUR JN,BHAGALPUR
73441,HSDA BGP PASS,HANSDIHA,BHAGALPUR
73442,BGP HSDA PASS,BHAGALPUR,HANSDIHA
73443,HSDA BGP PASS,HANSDIHA,BHAGALPUR
73444,BGP HSDA PASS,BHAGALPUR,HANSDIHA
73445,HSDA BGP PASS,HANSDIHA,BHAGALPUR
73446,BGP HSDA PASS,BHAGALPUR,HANSDIHA
73447,BAKA BGP PASS,BANKA,BHAGALPUR
73448,BGP BAKA PASS,BHAGALPUR,BANKA
73449,BAKA BGP PASS,BANKA,BHAGALPUR
73450,BGP BAKA PASS,BHAGALPUR,BANKA
73451,TIL JMP DEMU,TILRATH,JAMALPUR JN
73452,JMP TIL DEMU,JAMALPUR JN,TILRATH
73453,TIL JMP DEMU,TILRATH,JAMALPUR JN
73454,JMP TIL DEMU,JAMALPUR JN,TILRATH
73461,KGG JMP DEMU,KHAGARIA JN,JAMALPUR JN
73462,JMP KGG DEMU,JAMALPUR JN,KHAGARIA JN
73463,KGG JMP DEMU,KHAGARIA JN,JAMALPUR JN
73464,JMP KGG DEMU,JAMALPUR JN,KHAGARIA JN
73471,DUMK HSDA PASS,DUMKA,HANSDIHA
73472,HSDA DUMK PASS,HANSDIHA,DUMKA
73491,DUMKA GODDA PASS,DUMKA,GODDA
73492,GODDA DUMKA PASS,GODDA,DUMKA
73493,DUMK GODA DEMU,DUMKA,GODDA
73494,GODA DUMK DEMU,GODDA,DUMKA
73538,JSME UDL DEMU,JASIDIH JN,ANDAL JN
73539,UDL JSME DEMU,ANDAL JN,JASIDIH JN
73581,JSME BAKA DMU,JASIDIH JN,BANKA
73582,BAKA JSME DMU,BANKA,JASIDIH JN
73901,JMP DNRE DMU,JAMALPUR JN,DHANAURI
73902,DNRE JMP DMU,DHANAURI,JAMALPUR JN
73903,JMP DNRE DMU,JAMALPUR JN,DHANAURI
73904,DNRE JMP DMU,DHANAURI,JAMALPUR JN
73905,JMP DNRE DMU,JAMALPUR JN,DHANAURI
73911,SGG JMP DMU,SULTANGANJ,JAMALPUR JN
73912,JMP SGG DMU,JAMALPUR JN,SULTANGANJ
73913,SGG JMP DMU,SULTANGANJ,JAMALPUR JN
73914,JMP SGG DMU,JAMALPUR JN,SULTANGANJ
73916,JMP SGG DMU,JAMALPUR JN,SULTANGANJ
74001,DLI NMK PASS,DELHI,REWARI
74002,RE DLI PASS,REWARI,DELHI
74003,DLI RE PASS,DELHI,REWARI
74004,NMK DLI PASS,REWARI,DELHI
74011,DLI ROK DMU,DELHI,ROHTAK JN
74012,ROK DLI DEMU,ROHTAK JN,DELHI
74015,RE JIND DEMU,REWARI,JIND JN
74016,JIND RE DEMU,JIND JN,REWARI
74017,RE ROK DEMU,REWARI,ROHTAK JN
74018,ROK RE DEMU,ROHTAK JN,REWARI
74019,SNP JIND DMU,SONIPAT JN,JIND JN
74020,JIND SNP DMU,JIND JN,SONIPAT JN
74021,DLI SRE DMU,DELHI,SAHARANPUR
74022,SMQL DLI DMU,SHAMLI,DELHI
74023,DLI SMQL DMU,DELHI,SHAMLI
74024,SRE DLI DMU,SAHARANPUR,DELHI
74025,DLI SMQL DMU,DELHI,SHAMLI
74026,SMQL DLI DMU,SHAMLI,DELHI
74027,DLI KPKI DEMU,DELHI,QASIMPUR KHERI
74028,KPKI DLI DEMU,QASIMPUR KHERI,DELHI
74029,SNP JIND DEMU,SONIPAT JN,JIND JN
74030,JIND SNP DEMU,JIND JN,SONIPAT JN
74031,GHH FN DEMU,GARHI HARSARU,FARUKHNAGAR
74032,FN DEE DEMU,FARUKHNAGAR,DELHI S ROHILLA
74033,DEE FN DEMU,DELHI S ROHILLA,FARUKHNAGAR
74034,FN GHH DEMU,FARUKHNAGAR,GARHI HARSARU
74035,GHH FN DEMU,GARHI HARSARU,FARUKHNAGAR
74036,FN DEE DEMU,FARUKHNAGAR,DELHI S ROHILLA
74037,DEE FN DEMU,DELHI S ROHILLA,FARUKHNAGAR
74038,FN GHH DEMU,FARUKHNAGAR,GARHI HARSARU
74201,PBH LKO DEMU,MA BELHADEVI PRATAPGARH JN,LUCKNOW NR
74202,LKO PBH DEMU,LUCKNOW NR,MA BELHADEVI PRATAPGARH JN
74301,SHTS MB DEMU,SAMBAHAL HATIM SARAI,MORADABAD
74302,MB SHTS DEMU,MORADABAD,SAMBAHAL HATIM SARAI
74303,SHTS MB DMU,SAMBAHAL HATIM SARAI,MORADABAD
74304,MB SHTS DMU,MORADABAD,SAMBAHAL HATIM SARAI
74305,SHTS MB DMU,SAMBAHAL HATIM SARAI,MORADABAD
74306,MB SHTS DMU,MORADABAD,SAMBAHAL HATIM SARAI
74601,BEAS TTO DMU,BEAS,TARN TARAN
74602,TTO BEAS DMU,TARN TARAN,BEAS
74603,BEAS TTO DMU,BEAS,TARN TARAN
74604,TTO BEAS DMU,TARN TARAN,BEAS
74605,BEAS TTO DMU,BEAS,TARN TARAN
74606,TTO BEAS DMU,TARN TARAN,BEAS
74607,BEAS TTO DMU,BEAS,TARN TARAN
74608,TTO BEAS DMU,TARN TARAN,BEAS
74609,BEAS GWSB RAIL BUS,BEAS,GOINDWAL SAHIB H
